Tag_Number,Plant_Unit_Code,Subsystem_Description,Equipment_Service_Name,PID_Drawing_Reference,Instrument_Type,Measurement_Unit,Calibrated_Span,Design_Code_Standard,Metallurgy_Specification,Piping_Line_Size_Inches,Flange_Rating_ANSI,Design_Pressure_PSIG,Operating_Pressure_PSIG,Design_Temp_DegC,Operating_Temp_DegC,Safety_Integrity_Level,Voting_Logic,Normal_Operating_Value,Alarm_Low_PAL,Alarm_High_PAH,Trip_Low_PSLL,Trip_High_PSHH,Fail_Safe_Position,Four_Eyes_Auth_Required,Last_Calibration_Date,Next_Calibration_Due,Health_Integrity_Status,Assigned_Area_Engineer
04-TT-800A,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Temperature Transmitter Loop #800,PID-MRPL-HGU-800-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,20,150# RF,797,507,271,230,Non-SIL,1oo1,359.99,310.0,385.0,270.0,410.0,N/A,FALSE,2024-05-17,2025-05-17,ALERT (Scheduled Inspection Window),Er. S. P. Hegde (EMP-2914)
03-PT-801B,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Pressure Transmitter Loop #801,PID-MRPL-FCCU-801-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,20,600# RF,710,602,481,386,SIL-3,2oo3,73.51,60.0,80.0,50.0,85.0,N/A,TRUE,2024-09-17,2025-09-17,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
07-PT-802C,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Pressure Transmitter Loop #802,PID-MRPL-SPM-802-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,36,300# RF,1650,1375,235,194,SIL-2,1oo2,66.85,60.0,80.0,50.0,85.0,N/A,TRUE,2024-10-06,2025-10-06,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
07-VT-803D,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Bearing Vibration Accelerometer Loop #803,PID-MRPL-SPM-803-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),20,150# RF,841,593,362,317,Non-SIL,1oo1,2.29,1.0,4.5,0.5,7.0,N/A,FALSE,2024-06-19,2025-06-19,ALERT (Scheduled Inspection Window),Er. M. B. Nayak (EMP-4102)
05-VT-804A,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Bearing Vibration Accelerometer Loop #804,PID-MRPL-SRU-804-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,20,2500# RTJ,349,220,505,425,Non-SIL,1oo1,2.33,1.0,4.5,0.5,7.0,N/A,FALSE,2024-12-09,2025-12-09,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
05-XV-805B,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Emergency Shutdown (ESD) Valve Loop #805,PID-MRPL-SRU-805-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),4,1500# RTJ,1575,1134,194,143,Non-SIL,1oo1,1.05,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-09-27,2025-09-27,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
06-AT-806C,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Online Gas Analyzer (H2S/O2/CO) Loop #806,PID-MRPL-PPU-806-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,48,2500# RTJ,921,771,338,277,SIL-2,1oo2,4.92,0.0,15.0,0.0,50.0,N/A,TRUE,2024-12-08,2025-12-08,ALERT (Scheduled Inspection Window),Er. Anand Rao (EMP-1829)
03-PT-807D,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Pressure Transmitter Loop #807,PID-MRPL-FCCU-807-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,30,1500# RTJ,1365,967,196,159,SIL-1,1oo1,70.89,60.0,80.0,50.0,85.0,N/A,FALSE,2024-12-19,2025-12-19,ALERT (Scheduled Inspection Window),Er. Anand Rao (EMP-1829)
08-VT-808A,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Bearing Vibration Accelerometer Loop #808,PID-MRPL-SWRO-808-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),36,2500# RTJ,1738,1343,527,432,Non-SIL,1oo1,2.06,1.0,4.5,0.5,7.0,N/A,FALSE,2024-05-13,2025-05-13,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
07-VT-809B,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Bearing Vibration Accelerometer Loop #809,PID-MRPL-SPM-809-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,2,600# RF,388,240,370,301,SIL-3,2oo3,2.34,1.0,4.5,0.5,7.0,N/A,TRUE,2024-09-12,2025-09-12,CRITICAL (Immediate Turnaround Recalibration),Er. Sunita Patil (EMP-2490)
08-VT-810C,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Bearing Vibration Accelerometer Loop #810,PID-MRPL-SWRO-810-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,4,1500# RTJ,1141,969,479,372,Non-SIL,1oo1,2.23,1.0,4.5,0.5,7.0,N/A,FALSE,2024-11-16,2025-11-16,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
03-MOV-811D,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Motor Operated Isolation Valve Loop #811,PID-MRPL-FCCU-811-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,20,900# RTJ,280,204,419,333,Non-SIL,1oo1,1.05,0.0,1.0,0.0,1.0,Fail Locked (FL),FALSE,2024-11-03,2025-11-03,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
02-FT-812A,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Flow Transmitter Loop #812,PID-MRPL-DHDT-812-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),20,150# RF,1789,1213,140,101,Non-SIL,1oo1,176.3,130.0,220.0,100.0,245.0,N/A,FALSE,2024-10-15,2025-10-15,ALERT (Scheduled Inspection Window),Er. S. P. Hegde (EMP-2914)
01-TT-813B,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Temperature Transmitter Loop #813,PID-MRPL-CDU-813-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,8,1500# RTJ,1264,812,456,319,SIL-1,1oo1,348.51,310.0,385.0,270.0,410.0,N/A,FALSE,2024-04-15,2025-04-15,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
08-FT-814C,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Flow Transmitter Loop #814,PID-MRPL-SWRO-814-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,10,2500# RTJ,1391,1021,227,187,SIL-1,1oo1,189.81,130.0,220.0,100.0,245.0,N/A,FALSE,2024-12-14,2025-12-14,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
03-VT-815D,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Bearing Vibration Accelerometer Loop #815,PID-MRPL-FCCU-815-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,24,300# RF,1361,938,185,153,SIL-2,1oo2,2.17,1.0,4.5,0.5,7.0,N/A,TRUE,2024-03-30,2025-03-30,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
03-MOV-816A,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Motor Operated Isolation Valve Loop #816,PID-MRPL-FCCU-816-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,8,150# RF,1572,999,224,159,Non-SIL,1oo1,1.04,0.0,1.0,0.0,1.0,Fail Locked (FL),FALSE,2024-09-29,2025-09-29,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
03-MOV-817B,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Motor Operated Isolation Valve Loop #817,PID-MRPL-FCCU-817-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),48,600# RF,926,561,429,319,Non-SIL,1oo1,0.96,0.0,1.0,0.0,1.0,Fail Locked (FL),FALSE,2024-04-08,2025-04-08,ALERT (Scheduled Inspection Window),Er. Sunita Patil (EMP-2490)
07-TT-818C,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Temperature Transmitter Loop #818,PID-MRPL-SPM-818-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,3,2500# RTJ,833,661,194,166,SIL-1,1oo1,344.2,310.0,385.0,270.0,410.0,N/A,FALSE,2024-12-31,2025-12-31,ALERT (Scheduled Inspection Window),Er. Jane D'Souza (EMP-7102)
07-TT-819D,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Temperature Transmitter Loop #819,PID-MRPL-SPM-819-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,20,300# RF,1355,1091,370,265,SIL-1,1oo1,351.3,310.0,385.0,270.0,410.0,N/A,FALSE,2024-08-14,2025-08-14,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
02-PT-820A,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Pressure Transmitter Loop #820,PID-MRPL-DHDT-820-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),48,600# RF,520,356,499,410,Non-SIL,1oo1,75.33,60.0,80.0,50.0,85.0,N/A,FALSE,2024-03-29,2025-03-29,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
08-AT-821B,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Online Gas Analyzer (H2S/O2/CO) Loop #821,PID-MRPL-SWRO-821-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),2,600# RF,1496,944,313,251,SIL-2,1oo2,5.01,0.0,15.0,0.0,50.0,N/A,TRUE,2024-06-30,2025-06-30,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
07-XV-822C,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Emergency Shutdown (ESD) Valve Loop #822,PID-MRPL-SPM-822-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),10,900# RTJ,1178,791,339,269,Non-SIL,1oo1,1.03,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-09-10,2025-09-10,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
05-MOV-823D,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Motor Operated Isolation Valve Loop #823,PID-MRPL-SRU-823-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,30,150# RF,307,240,167,121,SIL-3,2oo3,0.93,0.0,1.0,0.0,1.0,Fail Locked (FL),TRUE,2024-08-12,2025-08-12,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
01-MOV-824A,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Motor Operated Isolation Valve Loop #824,PID-MRPL-CDU-824-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,4,2500# RTJ,1169,851,466,400,Non-SIL,1oo1,1.03,0.0,1.0,0.0,1.0,Fail Locked (FL),FALSE,2024-06-12,2025-06-12,CRITICAL (Immediate Turnaround Recalibration),Er. Jane D'Souza (EMP-7102)
01-MOV-825B,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Motor Operated Isolation Valve Loop #825,PID-MRPL-CDU-825-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,10,2500# RTJ,1663,1272,541,475,SIL-2,1oo2,1.07,0.0,1.0,0.0,1.0,Fail Locked (FL),TRUE,2024-12-15,2025-12-15,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
04-FT-826C,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Flow Transmitter Loop #826,PID-MRPL-HGU-826-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,4,600# RF,254,179,314,229,SIL-1,1oo1,198.9,130.0,220.0,100.0,245.0,N/A,FALSE,2024-07-16,2025-07-16,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
02-VT-827D,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Bearing Vibration Accelerometer Loop #827,PID-MRPL-DHDT-827-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,8,900# RTJ,586,351,443,355,SIL-1,1oo1,2.1,1.0,4.5,0.5,7.0,N/A,FALSE,2024-08-02,2025-08-02,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
01-XV-828A,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Emergency Shutdown (ESD) Valve Loop #828,PID-MRPL-CDU-828-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,10,150# RF,1410,1008,272,207,SIL-3,2oo3,0.92,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-10-02,2025-10-02,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
02-MOV-829B,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Motor Operated Isolation Valve Loop #829,PID-MRPL-DHDT-829-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,3,300# RF,991,625,369,258,SIL-2,1oo2,1.04,0.0,1.0,0.0,1.0,Fail Locked (FL),TRUE,2024-08-30,2025-08-30,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
06-VT-830C,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Bearing Vibration Accelerometer Loop #830,PID-MRPL-PPU-830-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,4,900# RTJ,372,315,456,388,SIL-1,1oo1,2.08,1.0,4.5,0.5,7.0,N/A,FALSE,2024-07-08,2025-07-08,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
06-LT-831D,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Level Radar Transmitter Loop #831,PID-MRPL-PPU-831-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,8,300# RF,423,295,500,379,SIL-3,2oo3,50.88,35.0,75.0,20.0,85.0,N/A,TRUE,2024-09-26,2025-09-26,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
05-TT-832A,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Temperature Transmitter Loop #832,PID-MRPL-SRU-832-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,20,900# RTJ,1788,1377,185,140,Non-SIL,1oo1,375.23,310.0,385.0,270.0,410.0,N/A,FALSE,2024-06-15,2025-06-15,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
07-FT-833B,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Flow Transmitter Loop #833,PID-MRPL-SPM-833-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,48,150# RF,408,260,376,264,SIL-3,2oo3,190.46,130.0,220.0,100.0,245.0,N/A,TRUE,2024-12-10,2025-12-10,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
07-AT-834C,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Online Gas Analyzer (H2S/O2/CO) Loop #834,PID-MRPL-SPM-834-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,16,900# RTJ,727,524,509,395,SIL-1,1oo1,5.3,0.0,15.0,0.0,50.0,N/A,FALSE,2024-04-19,2025-04-19,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
02-VT-835D,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Bearing Vibration Accelerometer Loop #835,PID-MRPL-DHDT-835-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,12,2500# RTJ,1120,869,534,383,SIL-2,1oo2,2.28,1.0,4.5,0.5,7.0,N/A,TRUE,2024-10-05,2025-10-05,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
03-LT-836A,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Level Radar Transmitter Loop #836,PID-MRPL-FCCU-836-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,12,300# RF,710,601,194,150,SIL-3,2oo3,56.02,35.0,75.0,20.0,85.0,N/A,TRUE,2024-11-20,2025-11-20,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
07-SV-837B,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT ASME VIII Safety Relief Valve Loop #837,PID-MRPL-SPM-837-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,30,2500# RTJ,604,413,365,259,SIL-2,1oo2,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-12-10,2025-12-10,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
06-VT-838C,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Bearing Vibration Accelerometer Loop #838,PID-MRPL-PPU-838-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,12,2500# RTJ,805,663,213,150,SIL-2,1oo2,2.04,1.0,4.5,0.5,7.0,N/A,TRUE,2024-07-25,2025-07-25,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
05-AT-839D,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Online Gas Analyzer (H2S/O2/CO) Loop #839,PID-MRPL-SRU-839-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,4,900# RTJ,1156,798,275,198,SIL-1,1oo1,5.34,0.0,15.0,0.0,50.0,N/A,FALSE,2024-03-29,2025-03-29,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
06-CV-840A,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Pneumatic Control Valve Loop #840,PID-MRPL-PPU-840-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,48,2500# RTJ,637,485,227,182,SIL-1,1oo1,45.3,10.0,90.0,5.0,95.0,Fail Closed (FC),FALSE,2024-11-12,2025-11-12,ALERT (Scheduled Inspection Window),Er. M. B. Nayak (EMP-4102)
02-PT-841B,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Pressure Transmitter Loop #841,PID-MRPL-DHDT-841-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,36,300# RF,352,217,399,323,Non-SIL,1oo1,69.71,60.0,80.0,50.0,85.0,N/A,FALSE,2024-05-08,2025-05-08,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
03-PT-842C,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Pressure Transmitter Loop #842,PID-MRPL-FCCU-842-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),12,300# RF,1705,1386,406,355,SIL-1,1oo1,76.55,60.0,80.0,50.0,85.0,N/A,FALSE,2024-05-21,2025-05-21,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
07-TT-843D,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Temperature Transmitter Loop #843,PID-MRPL-SPM-843-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,20,900# RTJ,491,368,476,416,SIL-3,2oo3,347.88,310.0,385.0,270.0,410.0,N/A,TRUE,2024-03-22,2025-03-22,ALERT (Scheduled Inspection Window),Er. M. B. Nayak (EMP-4102)
04-MOV-844A,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Motor Operated Isolation Valve Loop #844,PID-MRPL-HGU-844-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,20,2500# RTJ,488,346,380,292,SIL-3,2oo3,1.04,0.0,1.0,0.0,1.0,Fail Locked (FL),TRUE,2024-06-14,2025-06-14,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
03-PT-845B,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Pressure Transmitter Loop #845,PID-MRPL-FCCU-845-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),6,1500# RTJ,1769,1288,377,311,SIL-3,2oo3,72.29,60.0,80.0,50.0,85.0,N/A,TRUE,2024-08-03,2025-08-03,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
05-SV-846C,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU ASME VIII Safety Relief Valve Loop #846,PID-MRPL-SRU-846-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,6,300# RF,1242,819,140,114,SIL-3,2oo3,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-08-16,2025-08-16,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
01-LT-847D,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Level Radar Transmitter Loop #847,PID-MRPL-CDU-847-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,3,1500# RTJ,1478,1015,429,375,SIL-3,2oo3,53.46,35.0,75.0,20.0,85.0,N/A,TRUE,2024-03-30,2025-03-30,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
07-AT-848A,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Online Gas Analyzer (H2S/O2/CO) Loop #848,PID-MRPL-SPM-848-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,2,600# RF,1837,1265,494,431,SIL-3,2oo3,4.93,0.0,15.0,0.0,50.0,N/A,TRUE,2024-12-28,2025-12-28,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
02-MOV-849B,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Motor Operated Isolation Valve Loop #849,PID-MRPL-DHDT-849-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,30,2500# RTJ,1822,1294,286,214,SIL-2,1oo2,1.01,0.0,1.0,0.0,1.0,Fail Locked (FL),TRUE,2024-06-17,2025-06-17,ALERT (Scheduled Inspection Window),Er. Jane D'Souza (EMP-7102)
07-CV-850C,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Pneumatic Control Valve Loop #850,PID-MRPL-SPM-850-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),3,900# RTJ,521,372,537,459,Non-SIL,1oo1,46.09,10.0,90.0,5.0,95.0,Fail Closed (FC),FALSE,2024-04-29,2025-04-29,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
